1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	1
23	0.41
24	0.323
25	0.295
26	0.27
27	0.25
28	0.246
29	0.247
30	0.258
31	0.273
32	0.29
33	0.313
34	0.348
