1	0
2	0
3	0
4	0
5	0
6	0
7	1
8	0.42
9	0.338
10	0.314
11	0.292
12	0.272
13	0.267
14	0.265
15	0.271
16	0.277
17	0.28
18	0.283
19	0.288
20	0.292
21	0.301
22	0.31
23	0.315
24	0.329
25	0.337
26	0.355
27	0.372
28	0.389
29	0.42
30	0.444
31	0.488
32	0.533
33	0.613
34	0.637
