1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	1
9	0.419
10	0.337
11	0.313
12	0.29
13	0.269
14	0.264
15	0.262
16	0.267
17	0.272
18	0.274
19	0.276
20	0.282
21	0.285
22	0.294
23	0.302
24	0.308
25	0.322
26	0.331
27	0.352
28	0.352
29	0
30	0
31	0
32	0
33	0
34	0
