1	0
2	0
3	0
4	0
5	0
6	1
7	0.42
8	0.339
9	0.315
10	0.293
11	0.274
12	0.27
13	0.268
14	0.275
15	0.282
16	0.285
17	0.289
18	0.295
19	0.3
20	0.309
21	0.318
22	0.323
23	0.338
24	0.332
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
