1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	1
13	0.416
14	0.332
15	0.305
16	0.28
17	0.258
18	0.251
19	0.246
20	0.249
21	0.253
22	0.253
23	0.255
24	0.26
25	0.264
26	0.274
27	0.285
28	0.294
29	0.315
30	0.332
31	0.362
32	0.397
33	0.443
34	0.48
