plexi,um,0,0.05,0.1,0.15,0.2,0.25,0.3,0.34,0.39,0.44,0.49,0.54,0.59,0.64,0.68,0.73,0.78,0.83,0.88,0.93,0.98,1.02,1.07,1.12,1.17,1.22,1.27,1.32,1.36,1.41,1.46,1.51,1.56,1.61,1.66,1.7,1.75,1.8,1.85,1.9,1.95,2,2.04,2.09,2.14,2.19,2.24,2.29,2.34,2.38,2.43,2.48,2.53,2.58,2.63,2.68,2.72,2.77,2.82,2.87,2.92,2.97,3.02,3.06,3.11,3.16,3.21,3.26,3.31,3.36
7.2,0.4253075711,0.147305,0.148137,0.150784,0.154773,0.154806,0.157359,0.1569,0.159037,0.158374,0.160498,0.162806,0.163309,0.166268,0.16847,0.168999,0.169169,0.173583,0.173939,0.17602,0.175874,0.176768,0.182477,0.183323,0.186326,0.188197,0.195129,0.196383,0.198538,0.200815,0.206551,0.209179,0.212628,0.219091,0.222837,0.229276,0.236323,0.243345,0.251675,0.259017,0.270737,0.280569,0.295786,0.310065,0.328995,0.355728,0.391359,0.437502,0.515301,0.61639,0.560992,0.257241,0.0404214,0.00222581,0.000225591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.4094023287,0.138044,0.138672,0.141835,0.143764,0.144682,0.144042,0.143703,0.147934,0.147315,0.152737,0.154051,0.154467,0.15405,0.156207,0.158413,0.164146,0.163411,0.163568,0.167075,0.168493,0.172082,0.173923,0.176011,0.179053,0.181708,0.183053,0.187224,0.19185,0.1972,0.200131,0.203815,0.207907,0.213381,0.218621,0.223317,0.230205,0.241132,0.24969,0.260955,0.272125,0.287075,0.308664,0.330604,0.362904,0.406529,0.471527,0.564654,0.5479,0.25749,0.0439624,0.00168073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.8,0.3985849373,0.130901,0.130215,0.130958,0.130583,0.131813,0.13244,0.133112,0.138012,0.138745,0.139927,0.141071,0.142673,0.143551,0.1474,0.148164,0.148166,0.151044,0.152769,0.156221,0.154543,0.158127,0.161732,0.164862,0.168301,0.170197,0.171934,0.174542,0.177508,0.183245,0.186794,0.192162,0.19685,0.200908,0.207538,0.215856,0.224256,0.233484,0.244191,0.257947,0.2746,0.296579,0.326252,0.361666,0.422427,0.513789,0.507436,0.250705,0.0456697,0.0023302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.6,0.3813399218,0.122198,0.122845,0.123967,0.123578,0.126654,0.128609,0.12884,0.130225,0.130693,0.132101,0.13587,0.137503,0.13902,0.139245,0.139063,0.143414,0.145844,0.146176,0.146088,0.149946,0.152998,0.153258,0.156822,0.160633,0.164137,0.16748,0.171156,0.174743,0.178534,0.184892,0.188176,0.1952,0.203199,0.211479,0.217988,0.22725,0.239489,0.254675,0.27312,0.298018,0.334162,0.386548,0.4692,0.467569,0.249383,0.0468391,0.00303138,0.000089573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.4,0.3502361675,0.109974,0.110035,0.113489,0.114861,0.116226,0.117915,0.11816,0.118073,0.123139,0.124341,0.125602,0.126401,0.126849,0.131752,0.131675,0.133414,0.133056,0.13596,0.138826,0.140279,0.1428,0.144852,0.147992,0.150525,0.153031,0.157408,0.161467,0.165096,0.169829,0.176993,0.181532,0.187555,0.195237,0.206737,0.217862,0.2298,0.246993,0.270396,0.299463,0.349493,0.430317,0.438102,0.248443,0.0515735,0.0035281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.2,0.3561184928,0.109446,0.109168,0.110525,0.111232,0.11078,0.110235,0.11555,0.116274,0.11664,0.117117,0.117605,0.121732,0.122866,0.124298,0.126322,0.129587,0.131854,0.132057,0.132523,0.136454,0.140035,0.140277,0.144869,0.148603,0.150703,0.155632,0.160112,0.164722,0.170684,0.177799,0.185851,0.195567,0.206353,0.217256,0.233786,0.255326,0.283232,0.327823,0.39506,0.415678,0.245929,0.0519958,0.00278891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.3396410157,0.103161,0.103733,0.104679,0.103931,0.107406,0.107012,0.108549,0.108849,0.108904,0.113384,0.114015,0.117235,0.117558,0.119029,0.122169,0.123025,0.12347,0.12778,0.128032,0.130566,0.135189,0.138171,0.139924,0.143549,0.148512,0.154461,0.159856,0.164419,0.172827,0.180076,0.188758,0.202133,0.214227,0.230045,0.256605,0.29868,0.365735,0.394354,0.233512,0.0562139,0.00312623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.8,0.3012199292,0.0903082,0.0911138,0.0948963,0.0950052,0.0963005,0.0957262,0.0960023,0.0998507,0.100201,0.101961,0.102343,0.105207,0.107065,0.108116,0.109725,0.113498,0.115656,0.119304,0.121515,0.12265,0.1266,0.131018,0.133549,0.137976,0.143601,0.146544,0.152267,0.159756,0.166195,0.176981,0.190251,0.208668,0.231504,0.266463,0.325415,0.356197,0.235041,0.0570284,0.00409941,0.000164408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.6,0.3139567333,0.0914591,0.0910099,0.0929043,0.092946,0.0934837,0.0955582,0.0964448,0.0981101,0.0984491,0.101676,0.103169,0.103809,0.104735,0.109131,0.110512,0.11374,0.115725,0.118429,0.120149,0.122758,0.125175,0.127786,0.131656,0.137382,0.142583,0.149466,0.158279,0.168669,0.179635,0.195197,0.216277,0.248218,0.296548,0.329261,0.224958,0.0611897,0.00481178,0.000115575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.4,0.3037009474,0.0870306,0.0873613,0.0871177,0.0891304,0.0891038,0.0906397,0.0911338,0.0931353,0.0958809,0.0969473,0.0979735,0.100929,0.102801,0.103989,0.105855,0.108565,0.110821,0.114684,0.117284,0.119545,0.124712,0.127682,0.133303,0.140787,0.14901,0.156411,0.167049,0.181297,0.201536,0.23136,0.280603,0.317303,0.22332,0.0647536,0.00655178,0.000252478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.2,0.2835964644,0.079748,0.0811528,0.0833445,0.0840989,0.0853609,0.086196,0.0885242,0.0887855,0.0902668,0.0919398,0.095325,0.0972044,0.0991516,0.101158,0.103063,0.105296,0.109389,0.111542,0.114948,0.118817,0.123311,0.129424,0.136298,0.143717,0.15418,0.167392,0.183766,0.208748,0.252314,0.28929,0.221615,0.0689764,0.00620932,0.000199523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0.2812788374,0.0778348,0.0777751,0.0778051,0.0792914,0.0812456,0.0825082,0.0841007,0.0865182,0.0885386,0.0893648,0.0906442,0.093276,0.0942716,0.0976407,0.100798,0.103372,0.107825,0.112017,0.117985,0.122053,0.12766,0.13394,0.142412,0.153902,0.171084,0.194775,0.230303,0.27139,0.212399,0.0703736,0.0101038,0.000133726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.8,0.2732280255,0.0742691,0.0753058,0.0774138,0.0783336,0.0786679,0.0806317,0.0823857,0.084946,0.0865313,0.0886946,0.0899025,0.0915669,0.0953988,0.097694,0.101015,0.103779,0.107692,0.113679,0.118611,0.125187,0.133529,0.145001,0.159618,0.180699,0.216007,0.253992,0.199836,0.0742468,0.00995464,0.000212648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.6,0.2654442981,0.0710051,0.072106,0.0744323,0.0750136,0.0771259,0.0780488,0.0788933,0.0823385,0.082331,0.0848113,0.0879936,0.0906273,0.0935597,0.0950441,0.100173,0.10328,0.108592,0.115839,0.123365,0.134404,0.145159,0.162854,0.196282,0.236674,0.197683,0.0749173,0.00998445,0.000566053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.4,0.2579638536,0.0683836,0.070874,0.0714767,0.0722538,0.0730587,0.0742331,0.0759761,0.0789881,0.0806612,0.0840139,0.0855737,0.0886589,0.0918825,0.0970148,0.100789,0.107479,0.11451,0.122772,0.134285,0.152427,0.179354,0.216455,0.193559,0.0779574,0.0128716,0.000281282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.2,0.2650560111,0.0690579,0.0700445,0.070186,0.0723018,0.0747953,0.0763916,0.0792183,0.0807539,0.0832774,0.0854369,0.0888447,0.0923242,0.0968294,0.102229,0.109832,0.116973,0.128564,0.145957,0.17195,0.208369,0.179905,0.0782991,0.012468,0.000518084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0.2516446074,0.0629785,0.0639834,0.0654239,0.0670441,0.0703692,0.0701605,0.0727878,0.074786,0.0772667,0.0801726,0.0844157,0.0883872,0.0954229,0.102783,0.112531,0.127559,0.154181,0.185431,0.168937,0.082189,0.0137404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.8,0.2466753225,0.06109,0.0632018,0.0630045,0.0659845,0.0686474,0.07031,0.0729582,0.0777815,0.0781945,0.0835209,0.0888129,0.0953934,0.103488,0.116714,0.138773,0.173215,0.162512,0.0729047,0.0124686,0.000400631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.6,0.2324794094,0.0567128,0.058573,0.060814,0.0619892,0.0637631,0.0671166,0.0706794,0.0741336,0.0789101,0.0858092,0.0922569,0.103303,0.122098,0.150513,0.149843,0.0734678,0.0145184,0.000919483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.4,0.2486412124,0.0588456,0.0602053,0.0628327,0.0652904,0.0683788,0.0710704,0.0760213,0.0813351,0.0882325,0.0995225,0.115697,0.144731,0.145058,0.0717006,0.0151119,0.000846716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.2,0.2498529398,0.058827,0.0613056,0.0635765,0.0658649,0.0686649,0.0736827,0.0802021,0.090657,0.105915,0.133073,0.136324,0.0752428,0.0168913,0.000555298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0.2432803086,0.05554,0.0581539,0.0625238,0.0659704,0.072468,0.0814866,0.096262,0.115917,0.122977,0.069836,0.0163979,0.000367599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.8,0.2699738794,0.0586994,0.0616007,0.0658039,0.0730998,0.0828548,0.103088,0.114152,0.0687863,0.014512,0.00110333,0.000128654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.6,0.2672316599,0.0549578,0.0616097,0.0700016,0.0840568,0.0960875,0.0640077,0.0179144,0.000873477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.4,0.3019586174,0.0563659,0.0678025,0.0781594,0.0565093,0.0148219,0.00195636,0.000128376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.2,0.371999,0.0635712,0.049889,0.0122456,0.0043868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.0,0.064203,0.0101171,0.0098365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
