144	15.0	15.7	25.0	0	1.0,0.42,0.339,0.315,0.293,0.274,0.27,0.268,0.275,0.282,0.285,0.289,0.295,0.3,0.309,0.318,0.323,0.338,0.332
142	15.2	16.1	29.3	0	1.0,0.417,0.337,0.315,0.294,0.276,0.274,0.275,0.284,0.295,0.302,0.309,0.319,0.328,0.341,0.354,0.362,0.381,0.374
1082	15.5	16.0	17.5	0	1.0,0.414,0.329,0.301,0.275,0.252,0.244,0.239,0.242,0.245,0.247,0.249,0.255,0.261,0.273,0.288,0.302,0.331,0.343
1026	15.5	16.6	21.9	0	1.0,0.418,0.335,0.309,0.285,0.264,0.258,0.254,0.258,0.262,0.263,0.265,0.269,0.273,0.281,0.291,0.297,0.314,0.327,0.334
1070	15.7	15.7	15.7	0	1.0,0.412,0.326,0.297,0.271,0.248,0.24,0.235,0.238,0.242,0.244,0.248,0.257,0.267,0.283,0.305,0.328,0.369,0.397
160	15.8	17.0	27.2	0	1.0,0.421,0.339,0.317,0.296,0.277,0.273,0.273,0.281,0.29,0.295,0.299,0.308,0.314,0.324,0.334,0.34,0.355,0.364,0.363
152	16.1	16.9	30.6	0	1.0,0.417,0.337,0.315,0.294,0.276,0.274,0.275,0.284,0.295,0.302,0.309,0.319,0.328,0.341,0.354,0.362,0.379,0.39,0.39
119	16.3	17.0	18.0	0	1.0,0.414,0.329,0.301,0.275,0.252,0.244,0.239,0.242,0.245,0.247,0.249,0.255,0.261,0.273,0.288,0.302,0.33,0.358,0.384
145	16.8	17.7	30.6	0	1.0,0.417,0.337,0.315,0.294,0.276,0.274,0.275,0.284,0.295,0.302,0.309,0.319,0.328,0.341,0.354,0.362,0.379,0.388,0.409,0.401
135	17.0	17.6	23.6	0	1.0,0.419,0.337,0.313,0.29,0.269,0.264,0.262,0.267,0.272,0.274,0.276,0.282,0.285,0.294,0.302,0.308,0.322,0.331,0.352,0.352
138	17.0	17.6	28.6	0	1.0,0.421,0.34,0.317,0.296,0.278,0.276,0.276,0.286,0.295,0.302,0.308,0.318,0.326,0.338,0.35,0.357,0.374,0.381,0.401,0.394
114	17.2	17.7	20.0	0	1.0,0.416,0.332,0.305,0.28,0.258,0.251,0.246,0.249,0.253,0.253,0.255,0.26,0.264,0.274,0.285,0.294,0.315,0.331,0.364,0.379
149	17.7	18.3	24.0	0	1.0,0.42,0.338,0.314,0.292,0.272,0.267,0.265,0.271,0.277,0.28,0.283,0.288,0.292,0.301,0.31,0.315,0.329,0.337,0.355,0.374,0.369
163	18.0	18.8	20.0	0	1.0,0.416,0.332,0.305,0.28,0.258,0.251,0.246,0.249,0.253,0.253,0.255,0.26,0.264,0.274,0.285,0.294,0.315,0.332,0.362,0.4,0.417
131	18.0	18.6	28.6	0	1.0,0.421,0.34,0.317,0.296,0.278,0.276,0.276,0.286,0.295,0.302,0.308,0.318,0.326,0.338,0.35,0.357,0.374,0.382,0.399,0.416,0.404
133	18.4	19.0	18.5	0	1.0,0.416,0.332,0.305,0.28,0.258,0.251,0.246,0.249,0.253,0.253,0.255,0.26,0.264,0.274,0.285,0.294,0.315,0.332,0.362,0.397,0.443,0.48
127	18.4	19.2	30.6	0	1.0,0.417,0.337,0.315,0.294,0.276,0.274,0.275,0.284,0.295,0.302,0.309,0.319,0.328,0.341,0.354,0.362,0.379,0.388,0.407,0.421,0.436,0.431
155	18.5	19.4	25.0	0	1.0,0.42,0.339,0.315,0.293,0.274,0.27,0.268,0.275,0.282,0.285,0.289,0.295,0.3,0.309,0.318,0.323,0.337,0.344,0.362,0.377,0.395,0.397
134	18.8	19.4	24.7	0	1.0,0.42,0.339,0.315,0.293,0.274,0.27,0.268,0.275,0.282,0.285,0.289,0.295,0.3,0.309,0.318,0.323,0.337,0.344,0.362,0.377,0.395,0.397
1055	19.1	19.8	21.3	0	1.0,0.418,0.335,0.309,0.285,0.264,0.258,0.254,0.258,0.262,0.263,0.265,0.269,0.273,0.281,0.291,0.297,0.314,0.325,0.349,0.373,0.404,0.422
146	19.1	20.2	30.4	0	1.0,0.417,0.337,0.315,0.294,0.276,0.274,0.275,0.284,0.295,0.302,0.309,0.319,0.328,0.341,0.354,0.362,0.379,0.388,0.407,0.421,0.433,0.46,0.439
150	19.3	21.3	25.2	0	1.0,0.42,0.339,0.315,0.293,0.274,0.27,0.268,0.275,0.282,0.285,0.289,0.295,0.3,0.309,0.318,0.323,0.337,0.344,0.362,0.377,0.392,0.42,0.444,0.446
181	19.5	20.6	20.2	0	1.0,0.417,0.333,0.307,0.283,0.261,0.254,0.25,0.253,0.257,0.258,0.259,0.264,0.268,0.277,0.287,0.295,0.313,0.327,0.353,0.382,0.416,0.475,0.497
125	19.6	20.2	24.8	0	1.0,0.417,0.333,0.307,0.283,0.261,0.254,0.25,0.253,0.257,0.258,0.259,0.264,0.268,0.277,0.287,0.295,0.313,0.327,0.353,0.382,0.417,0.467,0.587
103	19.6	20.4	26.0	0	1.0,0.42,0.339,0.316,0.295,0.275,0.272,0.271,0.278,0.286,0.29,0.294,0.302,0.307,0.316,0.326,0.331,0.346,0.353,0.37,0.385,0.398,0.427,0.414
159	19.7	20.6	29.8	0	1.0,0.417,0.337,0.315,0.294,0.276,0.274,0.275,0.284,0.295,0.302,0.309,0.319,0.328,0.341,0.354,0.362,0.379,0.388,0.407,0.421,0.433,0.46,0.439
190	19.8	20.4	22.8	0	1.0,0.419,0.336,0.311,0.288,0.267,0.261,0.258,0.262,0.267,0.269,0.27,0.275,0.279,0.287,0.296,0.302,0.317,0.327,0.348,0.369,0.392,0.435,0.439
186	19.9	20.0	21.1	0	1.0,0.418,0.335,0.309,0.285,0.264,0.258,0.254,0.258,0.262,0.263,0.265,0.269,0.273,0.281,0.291,0.297,0.314,0.325,0.349,0.374,0.401,0.451,0.462
147	20.0	21.4	24.0	0	1.0,0.42,0.338,0.314,0.292,0.272,0.267,0.265,0.271,0.277,0.28,0.283,0.288,0.292,0.301,0.31,0.315,0.329,0.337,0.355,0.372,0.389,0.42,0.447,0.455
111	20.3	20.3	20.4	0	1.0,0.418,0.335,0.309,0.285,0.264,0.258,0.254,0.258,0.262,0.263,0.265,0.269,0.273,0.281,0.291,0.297,0.314,0.325,0.349,0.374,0.401,0.448,0.496,0.53
195	20.4	21.3	26.5	0	1.0,0.421,0.339,0.317,0.296,0.277,0.273,0.273,0.281,0.29,0.295,0.299,0.308,0.314,0.324,0.334,0.34,0.355,0.362,0.379,0.393,0.406,0.431,0.449,0.444
187	20.5	21.5	22.6	0	1.0,0.419,0.336,0.311,0.288,0.267,0.261,0.258,0.262,0.267,0.269,0.27,0.275,0.279,0.287,0.296,0.302,0.317,0.327,0.348,0.369,0.393,0.432,0.472,0.494
1069	20.5	21.0	30.5	0	1.0,0.417,0.337,0.315,0.294,0.276,0.274,0.275,0.284,0.295,0.302,0.309,0.319,0.328,0.341,0.354,0.362,0.379,0.388,0.407,0.421,0.433,0.457,0.472,0.461
139	21.1	22.3	28.4	0	1.0,0.421,0.34,0.317,0.296,0.278,0.276,0.276,0.286,0.295,0.302,0.308,0.318,0.326,0.338,0.35,0.357,0.374,0.382,0.399,0.414,0.426,0.45,0.461,0.493,0.474
1094	21.4	22.1	30.7	0	1.0,0.417,0.337,0.315,0.294,0.276,0.274,0.275,0.284,0.295,0.302,0.309,0.319,0.328,0.341,0.354,0.362,0.379,0.388,0.407,0.421,0.433,0.457,0.468,0.498,0.477
1095	21.6	22.3	22.5	0	1.0,0.419,0.336,0.311,0.288,0.267,0.261,0.258,0.262,0.267,0.269,0.27,0.275,0.279,0.287,0.296,0.302,0.317,0.327,0.348,0.369,0.393,0.432,0.468,0.534,0.557
141	22.2	23.0	26.6	0	1.0,0.421,0.339,0.317,0.296,0.277,0.273,0.273,0.281,0.29,0.295,0.299,0.308,0.314,0.324,0.334,0.34,0.355,0.362,0.379,0.393,0.406,0.431,0.446,0.476,0.509,0.509
110	22.3	22.3	27.1	0	1.0,0.421,0.339,0.317,0.296,0.277,0.273,0.273,0.281,0.29,0.295,0.299,0.308,0.314,0.324,0.334,0.34,0.355,0.362,0.379,0.393,0.406,0.431,0.446,0.476,0.509,0.509
115	22.4	23.2	25.9	0	1.0,0.42,0.339,0.316,0.295,0.275,0.272,0.271,0.278,0.286,0.29,0.294,0.302,0.307,0.316,0.326,0.331,0.346,0.353,0.37,0.385,0.398,0.425,0.442,0.475,0.512,0.518
1050	22.7	23.3	22.7	0	1.0,0.419,0.337,0.313,0.29,0.269,0.264,0.262,0.267,0.272,0.274,0.276,0.282,0.285,0.294,0.302,0.308,0.322,0.331,0.35,0.369,0.389,0.424,0.453,0.503,0.565,0.601
124	22.7	22.7	30.6	0	1.0,0.417,0.337,0.315,0.294,0.276,0.274,0.275,0.284,0.295,0.302,0.309,0.319,0.328,0.341,0.354,0.362,0.379,0.388,0.407,0.421,0.433,0.457,0.468,0.494,0.518,0.508
174	23.0	24.1	27.2	0	1.0,0.421,0.339,0.317,0.296,0.277,0.273,0.273,0.281,0.29,0.295,0.299,0.308,0.314,0.324,0.334,0.34,0.355,0.362,0.379,0.393,0.406,0.431,0.446,0.477,0.504,0.557,0.55
101	23.2	23.7	27.4	0	1.0,0.421,0.34,0.317,0.296,0.277,0.275,0.275,0.284,0.293,0.299,0.304,0.313,0.32,0.331,0.342,0.349,0.364,0.372,0.389,0.403,0.415,0.44,0.453,0.482,0.505,0.553,0.541
193	23.5	23.5	23.7	0	1.0,0.42,0.338,0.314,0.292,0.272,0.267,0.265,0.271,0.277,0.28,0.283,0.288,0.292,0.301,0.31,0.315,0.329,0.337,0.355,0.372,0.389,0.42,0.444,0.488,0.533,0.613,0.637
157	23.8	25.0	30.1	0	1.0,0.417,0.337,0.315,0.294,0.276,0.274,0.275,0.284,0.295,0.302,0.309,0.319,0.328,0.341,0.354,0.362,0.379,0.388,0.407,0.421,0.433,0.457,0.468,0.494,0.514,0.55,0.581,0.63,0.616
130	24.1	24.9	29.8	0	1.0,0.417,0.337,0.315,0.294,0.276,0.274,0.275,0.284,0.295,0.302,0.309,0.319,0.328,0.341,0.354,0.362,0.379,0.388,0.407,0.421,0.433,0.457,0.468,0.494,0.514,0.55,0.587,0.57
199	24.2	24.2	24.2	0	1.0,0.42,0.339,0.315,0.293,0.274,0.27,0.268,0.275,0.282,0.285,0.289,0.295,0.3,0.309,0.318,0.323,0.337,0.344,0.362,0.377,0.392,0.421,0.441,0.479,0.517,0.578,0.654,0.68
175	24.8	25.3	26.2	0	1.0,0.42,0.339,0.316,0.295,0.275,0.272,0.271,0.278,0.286,0.29,0.294,0.302,0.307,0.316,0.326,0.331,0.346,0.353,0.37,0.385,0.398,0.425,0.442,0.476,0.508,0.561,0.624,0.636
132	25.5	26.5	26.7	0	1.0,0.421,0.339,0.317,0.296,0.277,0.273,0.273,0.281,0.29,0.295,0.299,0.308,0.314,0.324,0.334,0.34,0.355,0.362,0.379,0.393,0.406,0.431,0.446,0.477,0.505,0.552,0.599,0.671,0.682
170	25.7	26.6	30.1	0	1.0,0.417,0.337,0.315,0.294,0.276,0.274,0.275,0.284,0.295,0.302,0.309,0.319,0.328,0.341,0.354,0.362,0.379,0.388,0.407,0.421,0.433,0.457,0.468,0.494,0.514,0.55,0.582,0.623,0.685,0.661
154	26.8	27.7	30.6	0	1.0,0.417,0.337,0.315,0.294,0.276,0.274,0.275,0.284,0.295,0.302,0.309,0.319,0.328,0.341,0.354,0.362,0.379,0.388,0.407,0.421,0.433,0.457,0.468,0.494,0.514,0.55,0.582,0.624,0.677,0.74,0.739
120	16.1	16.7	24.0	0	1.0,0.42,0.338,0.314,0.292,0.272,0.267,0.265,0.271,0.277,0.28,0.283,0.288,0.292,0.301,0.31,0.315,0.329,0.338,0.34
136	10.6	11.3	28.8	0	1.0,0.421,0.34,0.317,0.296,0.278,0.276,0.276,0.286,0.295,0.302,0.308,0.318,0.322
137	7.4	7.4	7.4	0	1.0,0.412,0.328,0.303,0.283,0.267,0.27,0.28,0.304,0.343
151	14.2	14.8	26.2	0	1.0,0.42,0.339,0.316,0.295,0.275,0.272,0.271,0.278,0.286,0.29,0.294,0.302,0.307,0.316,0.326,0.332,0.334
179	13.5	14.2	25.9	0	1.0,0.42,0.339,0.316,0.295,0.275,0.272,0.271,0.278,0.286,0.29,0.294,0.302,0.307,0.316,0.327,0.323
197	24.1	24.1	24.1	0	1.0,0.42,0.339,0.315,0.293,0.274,0.27,0.268,0.275,0.282,0.285,0.289,0.295,0.3,0.309,0.318,0.323,0.337,0.344,0.362,0.377,0.392,0.421,0.441,0.479,0.517,0.578,0.654,0.68
1018	21.0	22.1	26.3	0	1.0,0.42,0.339,0.316,0.295,0.275,0.272,0.271,0.278,0.286,0.29,0.294,0.302,0.307,0.316,0.326,0.331,0.346,0.353,0.37,0.385,0.398,0.425,0.441,0.479,0.471
1028	16.7	17.8	21.2	0	1.0,0.418,0.335,0.309,0.285,0.264,0.258,0.254,0.258,0.262,0.263,0.265,0.269,0.273,0.281,0.291,0.297,0.314,0.325,0.351,0.356
1058	18.3	19.5	28.0	0	1.0,0.421,0.34,0.317,0.296,0.277,0.275,0.275,0.284,0.293,0.299,0.304,0.313,0.32,0.331,0.342,0.349,0.364,0.372,0.389,0.403,0.418,0.414
10000	100.0	100.0	100.0	0	1.0,0.417,0.337,0.315,0.294,0.276,0.274,0.275,0.284,0.295,0.302,0.309,0.319,0.328,0.341,0.354,0.362,0.381,0.374
113	2.2	2.7	22.9	5000	1.0,0.42,0.334,0.342
117	4.7	5.4	21.0	4000	1.0,0.417,0.333,0.307,0.283,0.260,0.261
177	2.9	3.4	26.4	2000	1.0,0.42,0.339,0.315,0.305
102	1.5	1.5	19.9	8000	1.0,0.41,0.389
106	5.0	5.7	22.2	3000	1.0,0.419,0.336,0.311,0.288,0.267,0.260,0.264
184	6.5	6.7	30.6	0	1.0,0.417,0.337,0.315,0.294,0.276,0.274,0.274,0.29
166	16.0	16.7	26.9	0	1.0,0.421,0.339,0.317,0.296,0.277,0.273,0.273,0.281,0.290,0.295,0.299,0.308,0.314,0.324,0.334,0.340,0.355,0.364,0.363
